path	state	category	tracked	lines	notes
apps/desktop/src-tauri/src/features/tasks/executor.rs	review-pending	human	tracked	243	
apps/desktop/src-tauri/src/features/tasks/mod.rs	review-pending	human	tracked	401	
apps/desktop/src-tauri/src/features/tasks/persistence.rs	review-pending	human	tracked	247	
apps/desktop/src-tauri/src/features/tasks/queue.rs	review-pending	human	tracked	243	
apps/desktop/src-tauri/src/features/tasks/types.rs	review-pending	human	tracked	285	
apps/desktop/src-tauri/src/features/teams/mod.rs	review-pending	human	tracked	11	
apps/desktop/src-tauri/src/features/teams/team_activity.rs	review-pending	human	tracked	631	
apps/desktop/src-tauri/src/features/teams/team_billing.rs	review-pending	human	tracked	581	
apps/desktop/src-tauri/src/features/teams/team_manager.rs	review-pending	human	tracked	799	
apps/desktop/src-tauri/src/features/teams/team_permissions.rs	review-pending	human	tracked	427	
apps/desktop/src-tauri/src/features/teams/team_resources.rs	review-pending	human	tracked	626	
apps/desktop/src-tauri/src/features/terminal/ai_assistant.rs	review-pending	human	tracked	376	
apps/desktop/src-tauri/src/features/terminal/mod.rs	review-pending	human	tracked	12	
apps/desktop/src-tauri/src/features/terminal/pty.rs	review-pending	human	tracked	291	
apps/desktop/src-tauri/src/features/terminal/session_manager.rs	review-pending	human	tracked	555	
apps/desktop/src-tauri/src/features/terminal/shells.rs	review-pending	human	tracked	176	
apps/desktop/src-tauri/src/features/terminal/tests.rs	review-pending	human	tracked	68	
apps/desktop/src-tauri/src/features/tests/agi_tests.rs	review-pending	human	tracked	535	
apps/desktop/src-tauri/src/features/tests/mod.rs	review-pending	human	tracked	6	
apps/desktop/src-tauri/src/features/tests/router_tests.rs	review-pending	human	tracked	376	
apps/desktop/src-tauri/src/features/tests/tool_integration_tests.rs	review-pending	human	tracked	166	
apps/desktop/src-tauri/src/features/updater.rs	review-pending	human	tracked	556	
apps/desktop/src-tauri/src/features/webhooks/mod.rs	review-pending	human	tracked	309	
apps/desktop/src-tauri/src/features/workflows/marketplace.rs	review-pending	human	tracked	446	
apps/desktop/src-tauri/src/features/workflows/mod.rs	review-pending	human	tracked	9	
apps/desktop/src-tauri/src/features/workflows/publishing.rs	review-pending	human	tracked	421	
apps/desktop/src-tauri/src/features/workflows/social.rs	review-pending	human	tracked	513	
apps/desktop/src-tauri/src/features/workflows/templates_marketplace.rs	review-pending	human	tracked	1081	
apps/desktop/src-tauri/src/integrations/api_integrations/image_gen.rs	review-pending	human	tracked	575	
apps/desktop/src-tauri/src/integrations/api_integrations/mod.rs	review-pending	human	tracked	48	
apps/desktop/src-tauri/src/integrations/api_integrations/perplexity.rs	review-pending	human	tracked	311	
apps/desktop/src-tauri/src/integrations/api_integrations/runway.rs	review-pending	human	tracked	435	
apps/desktop/src-tauri/src/integrations/api_integrations/veo3.rs	review-pending	human	tracked	249	
apps/desktop/src-tauri/src/integrations/cloud/dropbox.rs	review-pending	human	tracked	735	
apps/desktop/src-tauri/src/integrations/cloud/google_drive.rs	review-pending	human	tracked	782	
apps/desktop/src-tauri/src/integrations/cloud/mod.rs	review-pending	human	tracked	338	
apps/desktop/src-tauri/src/integrations/cloud/one_drive.rs	review-pending	human	tracked	660	
apps/desktop/src-tauri/src/integrations/mod.rs	review-pending	human	tracked	5	
apps/desktop/src-tauri/src/integrations/native_messaging/host.rs	review-pending	human	tracked	575	
apps/desktop/src-tauri/src/integrations/native_messaging/manifest.rs	review-pending	human	tracked	627	
apps/desktop/src-tauri/src/integrations/native_messaging/messages.rs	review-pending	human	tracked	264	
apps/desktop/src-tauri/src/integrations/native_messaging/mod.rs	review-pending	human	tracked	403	
apps/desktop/src-tauri/src/integrations/realtime/collaboration.rs	review-pending	human	tracked	84	
apps/desktop/src-tauri/src/integrations/realtime/events.rs	review-pending	human	tracked	92	
apps/desktop/src-tauri/src/integrations/realtime/mod.rs	review-pending	human	tracked	9	
apps/desktop/src-tauri/src/integrations/realtime/presence.rs	review-pending	human	tracked	134	
apps/desktop/src-tauri/src/integrations/realtime/websocket_server.rs	review-pending	human	tracked	2123	
apps/desktop/src-tauri/src/integrations/sync/cloud.rs	review-pending	human	tracked	308	
apps/desktop/src-tauri/src/integrations/sync/conflict.rs	review-pending	human	tracked	214	
apps/desktop/src-tauri/src/integrations/sync/manager.rs	review-pending	human	tracked	267	
apps/desktop/src-tauri/src/integrations/sync/mod.rs	review-pending	human	tracked	9	
apps/desktop/src-tauri/src/integrations/sync/queue.rs	review-pending	human	tracked	427	
apps/desktop/src-tauri/src/lib.rs	review-pending	human	tracked	2783	
apps/desktop/src-tauri/src/main.rs	review-pending	human	tracked	5	
apps/desktop/src-tauri/src/platform/mod.rs	review-pending	human	tracked	14	
apps/desktop/src-tauri/src/sys/account/mod.rs	review-pending	human	tracked	895	
apps/desktop/src-tauri/src/sys/api/client.rs	review-pending	human	tracked	583	
apps/desktop/src-tauri/src/sys/api/mod.rs	review-pending	human	tracked	9	
apps/desktop/src-tauri/src/sys/api/oauth.rs	review-pending	human	tracked	357	
apps/desktop/src-tauri/src/sys/api/request_template.rs	review-pending	human	tracked	298	
apps/desktop/src-tauri/src/sys/api/response_parser.rs	review-pending	human	tracked	291	
apps/desktop/src-tauri/src/sys/billing/mod.rs	review-pending	human	tracked	773	
apps/desktop/src-tauri/src/sys/billing/models.rs	review-pending	human	tracked	41	
apps/desktop/src-tauri/src/sys/billing/stripe_client.rs	review-pending	human	tracked	1070	
apps/desktop/src-tauri/src/sys/billing/webhooks.rs	review-pending	human	tracked	724	
apps/desktop/src-tauri/src/sys/commands/agent.rs	review-pending	human	tracked	268	
apps/desktop/src-tauri/src/sys/commands/agent_context.rs	review-pending	human	tracked	190	
apps/desktop/src-tauri/src/sys/commands/agi.rs	review-pending	human	tracked	1519	
apps/desktop/src-tauri/src/sys/commands/agi_checkpoint.rs	review-pending	human	tracked	382	
apps/desktop/src-tauri/src/sys/commands/ai_native.rs	review-pending	human	tracked	324	
apps/desktop/src-tauri/src/sys/commands/analytics.rs	review-pending	human	tracked	704	
apps/desktop/src-tauri/src/sys/commands/api.rs	review-pending	human	tracked	330	
apps/desktop/src-tauri/src/sys/commands/artifacts.rs	review-pending	human	tracked	546	
apps/desktop/src-tauri/src/sys/commands/auth.rs	review-pending	human	tracked	217	
apps/desktop/src-tauri/src/sys/commands/automation.rs	review-pending	human	tracked	918	
apps/desktop/src-tauri/src/sys/commands/automation_enhanced.rs	review-pending	human	tracked	464	
apps/desktop/src-tauri/src/sys/commands/background_agents.rs	review-pending	human	tracked	406	
apps/desktop/src-tauri/src/sys/commands/background_llm.rs	review-pending	human	tracked	217	
apps/desktop/src-tauri/src/sys/commands/background_tasks.rs	review-pending	human	tracked	378	
apps/desktop/src-tauri/src/sys/commands/browser.rs	review-pending	human	tracked	1907	
apps/desktop/src-tauri/src/sys/commands/cache.rs	review-pending	human	tracked	632	
apps/desktop/src-tauri/src/sys/commands/calendar.rs	review-pending	human	tracked	704	
apps/desktop/src-tauri/src/sys/commands/canvas.rs	review-pending	human	tracked	216	
apps/desktop/src-tauri/src/sys/commands/capabilities.rs	review-pending	human	tracked	192	
apps/desktop/src-tauri/src/sys/commands/capture.rs	review-pending	human	tracked	787	
apps/desktop/src-tauri/src/sys/commands/chat/agent_mode.rs	review-pending	human	tracked	90	
apps/desktop/src-tauri/src/sys/commands/chat/attachments.rs	review-pending	human	tracked	486	
apps/desktop/src-tauri/src/sys/commands/chat/branching.rs	review-pending	human	tracked	199	
apps/desktop/src-tauri/src/sys/commands/chat/browser_context.rs	review-pending	human	tracked	106	
apps/desktop/src-tauri/src/sys/commands/chat/cloud.rs	review-pending	human	tracked	360	
apps/desktop/src-tauri/src/sys/commands/chat/compaction.rs	review-pending	human	tracked	352	
apps/desktop/src-tauri/src/sys/commands/chat/context_monitor.rs	review-pending	human	tracked	503	
apps/desktop/src-tauri/src/sys/commands/chat/control.rs	review-pending	human	tracked	79	
apps/desktop/src-tauri/src/sys/commands/chat/conversation.rs	review-pending	human	tracked	362	
apps/desktop/src-tauri/src/sys/commands/chat/cost.rs	review-pending	human	tracked	161	
apps/desktop/src-tauri/src/sys/commands/chat/export.rs	review-pending	human	tracked	206	
apps/desktop/src-tauri/src/sys/commands/chat/intent.rs	review-pending	human	tracked	413	
apps/desktop/src-tauri/src/sys/commands/chat/maintenance.rs	review-pending	human	tracked	133	
apps/desktop/src-tauri/src/sys/commands/chat/memory_handler.rs	review-pending	human	tracked	206	
apps/desktop/src-tauri/src/sys/commands/chat/message_context.rs	review-pending	human	tracked	100	
apps/desktop/src-tauri/src/sys/commands/chat/mod.rs	review-pending	human	tracked	322	
apps/desktop/src-tauri/src/sys/commands/chat/pending.rs	review-pending	human	tracked	227	
apps/desktop/src-tauri/src/sys/commands/chat/persistence.rs	review-pending	human	tracked	136	
apps/desktop/src-tauri/src/sys/commands/chat/prompt_context.rs	review-pending	human	tracked	351	
apps/desktop/src-tauri/src/sys/commands/chat/provider_access.rs	review-pending	human	tracked	94	
apps/desktop/src-tauri/src/sys/commands/chat/search.rs	review-pending	human	tracked	485	
apps/desktop/src-tauri/src/sys/commands/chat/send_message.rs	review-pending	human	tracked	121	
apps/desktop/src-tauri/src/sys/commands/chat/send_message_execution.rs	review-pending	human	tracked	1864	
apps/desktop/src-tauri/src/sys/commands/chat/send_message_setup.rs	review-pending	human	tracked	833	
apps/desktop/src-tauri/src/sys/commands/chat/share.rs	review-pending	human	tracked	102	
apps/desktop/src-tauri/src/sys/commands/chat/state.rs	review-pending	human	tracked	149	
apps/desktop/src-tauri/src/sys/commands/chat/stream_runtime.rs	review-pending	human	tracked	231	
apps/desktop/src-tauri/src/sys/commands/chat/tool_config.rs	review-pending	human	tracked	143	
apps/desktop/src-tauri/src/sys/commands/chat/tool_events.rs	review-pending	human	tracked	676	
apps/desktop/src-tauri/src/sys/commands/chat/tool_execution.rs	review-pending	human	tracked	379	
apps/desktop/src-tauri/src/sys/commands/chat/tool_timeouts.rs	review-pending	human	tracked	111	
apps/desktop/src-tauri/src/sys/commands/chat/tools.rs	review-pending	human	tracked	1434	
apps/desktop/src-tauri/src/sys/commands/chat/transfer.rs	review-pending	human	tracked	251	
apps/desktop/src-tauri/src/sys/commands/chat/types.rs	review-pending	human	tracked	558	
apps/desktop/src-tauri/src/sys/commands/chat_memory_integration.rs	review-pending	human	tracked	203	
apps/desktop/src-tauri/src/sys/commands/checkpoints.rs	review-pending	human	tracked	416	
apps/desktop/src-tauri/src/sys/commands/cloud.rs	review-pending	human	tracked	345	
apps/desktop/src-tauri/src/sys/commands/code_editing.rs	review-pending	human	tracked	812	
apps/desktop/src-tauri/src/sys/commands/code_execution.rs	review-pending	human	tracked	113	
apps/desktop/src-tauri/src/sys/commands/code_search.rs	review-pending	human	tracked	953	
apps/desktop/src-tauri/src/sys/commands/completion.rs	review-pending	human	tracked	614	
apps/desktop/src-tauri/src/sys/commands/computer_use.rs	review-pending	human	tracked	956	
apps/desktop/src-tauri/src/sys/commands/config_hierarchy.rs	review-pending	human	tracked	33	
apps/desktop/src-tauri/src/sys/commands/connector_permissions.rs	review-pending	human	tracked	283	
apps/desktop/src-tauri/src/sys/commands/continuous_job_runner.rs	review-pending	human	tracked	3249	
apps/desktop/src-tauri/src/sys/commands/custom_agents.rs	review-pending	human	tracked	277	
apps/desktop/src-tauri/src/sys/commands/custom_instructions.rs	review-pending	human	tracked	53	
apps/desktop/src-tauri/src/sys/commands/daily_budget.rs	review-pending	human	tracked	43	
apps/desktop/src-tauri/src/sys/commands/database.rs	review-pending	human	tracked	1483	
apps/desktop/src-tauri/src/sys/commands/debugging.rs	review-pending	human	tracked	408	
apps/desktop/src-tauri/src/sys/commands/design.rs	review-pending	human	tracked	696	
apps/desktop/src-tauri/src/sys/commands/dispatch_hmac.rs	review-pending	human	tracked	291	
apps/desktop/src-tauri/src/sys/commands/document.rs	review-pending	human	tracked	254	
apps/desktop/src-tauri/src/sys/commands/dotfile.rs	review-pending	human	tracked	368	
apps/desktop/src-tauri/src/sys/commands/ecosystem.rs	review-pending	human	tracked	454	
apps/desktop/src-tauri/src/sys/commands/email.rs	review-pending	human	tracked	1447	
apps/desktop/src-tauri/src/sys/commands/embeddings.rs	review-pending	human	tracked	4	
apps/desktop/src-tauri/src/sys/commands/error_reporting.rs	review-pending	human	tracked	232	
apps/desktop/src-tauri/src/sys/commands/extension.rs	review-pending	human	tracked	687	
apps/desktop/src-tauri/src/sys/commands/feedback.rs	review-pending	human	tracked	213	
apps/desktop/src-tauri/src/sys/commands/file_ops.rs	review-pending	human	tracked	1974	
apps/desktop/src-tauri/src/sys/commands/file_ops_tests.rs	review-pending	human	tracked	173	
apps/desktop/src-tauri/src/sys/commands/file_watcher.rs	review-pending	human	tracked	98	
apps/desktop/src-tauri/src/sys/commands/git.rs	review-pending	human	tracked	1929	
apps/desktop/src-tauri/src/sys/commands/github.rs	review-pending	human	tracked	494	
apps/desktop/src-tauri/src/sys/commands/github_test.rs	review-pending	human	tracked	24	
apps/desktop/src-tauri/src/sys/commands/gmail_oauth.rs	review-pending	human	tracked	820	
apps/desktop/src-tauri/src/sys/commands/google_batch.rs	review-pending	human	tracked	478	
apps/desktop/src-tauri/src/sys/commands/governance.rs	review-pending	human	tracked	229	
apps/desktop/src-tauri/src/sys/commands/hooks.rs	review-pending	human	tracked	238	
apps/desktop/src-tauri/src/sys/commands/intent.rs	review-pending	human	tracked	471	
apps/desktop/src-tauri/src/sys/commands/interactive.rs	review-pending	human	tracked	16	
apps/desktop/src-tauri/src/sys/commands/knowledge.rs	review-pending	human	tracked	295	
apps/desktop/src-tauri/src/sys/commands/llm.rs	review-pending	human	tracked	1047	
apps/desktop/src-tauri/src/sys/commands/lsp.rs	review-pending	human	tracked	937	
apps/desktop/src-tauri/src/sys/commands/marketplace.rs	review-pending	human	tracked	764	
apps/desktop/src-tauri/src/sys/commands/master_password.rs	review-pending	human	tracked	611	
apps/desktop/src-tauri/src/sys/commands/mcp.rs	review-pending	human	tracked	1790	
apps/desktop/src-tauri/src/sys/commands/mcp_extensions.rs	review-pending	human	tracked	495	
apps/desktop/src-tauri/src/sys/commands/mcp_oauth.rs	review-pending	human	tracked	2106	
apps/desktop/src-tauri/src/sys/commands/mcp_server.rs	review-pending	human	tracked	93	
apps/desktop/src-tauri/src/sys/commands/mcpb.rs	review-pending	human	tracked	2774	
apps/desktop/src-tauri/src/sys/commands/media.rs	review-pending	human	tracked	387	
apps/desktop/src-tauri/src/sys/commands/memory.rs	review-pending	human	tracked	674	
apps/desktop/src-tauri/src/sys/commands/messaging.rs	review-pending	human	tracked	781	
apps/desktop/src-tauri/src/sys/commands/metrics.rs	review-pending	human	tracked	803	
apps/desktop/src-tauri/src/sys/commands/migration.rs	review-pending	human	tracked	137	
apps/desktop/src-tauri/src/sys/commands/mod.rs	review-pending	human	tracked	240	
apps/desktop/src-tauri/src/sys/commands/native_messaging.rs	review-pending	human	tracked	217	
apps/desktop/src-tauri/src/sys/commands/notification_center.rs	review-pending	human	tracked	599	
apps/desktop/src-tauri/src/sys/commands/notifications.rs	review-pending	human	tracked	720	
apps/desktop/src-tauri/src/sys/commands/ocr.rs	review-pending	human	tracked	715	
apps/desktop/src-tauri/src/sys/commands/ollama.rs	review-pending	human	tracked	303	
apps/desktop/src-tauri/src/sys/commands/onboarding.rs	review-pending	human	tracked	480	
apps/desktop/src-tauri/src/sys/commands/operations.rs	review-pending	human	tracked	203	
apps/desktop/src-tauri/src/sys/commands/orchestration.rs	review-pending	human	tracked	191	
apps/desktop/src-tauri/src/sys/commands/path_validation_tests.rs	review-pending	human	tracked	43	
apps/desktop/src-tauri/src/sys/commands/privacy.rs	review-pending	human	tracked	451	
apps/desktop/src-tauri/src/sys/commands/process_reasoning.rs	review-pending	human	tracked	179	
apps/desktop/src-tauri/src/sys/commands/productivity.rs	review-pending	human	tracked	417	
apps/desktop/src-tauri/src/sys/commands/project_context.rs	review-pending	human	tracked	831	
apps/desktop/src-tauri/src/sys/commands/project_memory.rs	review-pending	human	tracked	589	
apps/desktop/src-tauri/src/sys/commands/projects.rs	review-pending	human	tracked	345	
apps/desktop/src-tauri/src/sys/commands/prompt_enhancement.rs	review-pending	human	tracked	235	
apps/desktop/src-tauri/src/sys/commands/realtime.rs	review-pending	human	tracked	193	
apps/desktop/src-tauri/src/sys/commands/research.rs	review-pending	human	tracked	532	
apps/desktop/src-tauri/src/sys/commands/scheduler.rs	review-pending	human	tracked	2200	
apps/desktop/src-tauri/src/sys/commands/screen_watcher.rs	review-pending	human	tracked	133	
apps/desktop/src-tauri/src/sys/commands/security.rs	review-pending	human	tracked	134	
apps/desktop/src-tauri/src/sys/commands/settings.rs	review-pending	human	tracked	428	
apps/desktop/src-tauri/src/sys/commands/settings_v2.rs	review-pending	human	tracked	297	
apps/desktop/src-tauri/src/sys/commands/shortcuts.rs	review-pending	human	tracked	733	
apps/desktop/src-tauri/src/sys/commands/skills.rs	review-pending	human	tracked	352	
apps/desktop/src-tauri/src/sys/commands/subscription.rs	review-pending	human	tracked	313	
apps/desktop/src-tauri/src/sys/commands/supabase_token.rs	review-pending	human	tracked	127	
apps/desktop/src-tauri/src/sys/commands/swarm.rs	review-pending	human	tracked	129	
apps/desktop/src-tauri/src/sys/commands/system_permissions.rs	review-pending	human	tracked	106	
apps/desktop/src-tauri/src/sys/commands/task_persistence.rs	review-pending	human	tracked	473	
apps/desktop/src-tauri/src/sys/commands/teams.rs	review-pending	human	tracked	475	
apps/desktop/src-tauri/src/sys/commands/templates.rs	review-pending	human	tracked	179	
apps/desktop/src-tauri/src/sys/commands/terminal.rs	review-pending	human	tracked	808	
apps/desktop/src-tauri/src/sys/commands/test_runner.rs	review-pending	human	tracked	898	
apps/desktop/src-tauri/src/sys/commands/thinking.rs	review-pending	human	tracked	321	
apps/desktop/src-tauri/src/sys/commands/tool_confirmation.rs	review-pending	human	tracked	2068	
apps/desktop/src-tauri/src/sys/commands/tray.rs	review-pending	human	tracked	7	
apps/desktop/src-tauri/src/sys/commands/triggers.rs	review-pending	human	tracked	10	
apps/desktop/src-tauri/src/sys/commands/tutorials.rs	review-pending	human	tracked	290	
apps/desktop/src-tauri/src/sys/commands/undo.rs	review-pending	human	tracked	359	
apps/desktop/src-tauri/src/sys/commands/vision.rs	review-pending	human	tracked	625	
apps/desktop/src-tauri/src/sys/commands/voice.rs	review-pending	human	tracked	2218	
apps/desktop/src-tauri/src/sys/commands/voice_global.rs	review-pending	human	tracked	176	
apps/desktop/src-tauri/src/sys/commands/window.rs	review-pending	human	tracked	179	
apps/desktop/src-tauri/src/sys/commands/window_tests.rs	review-pending	human	tracked	483	
apps/desktop/src-tauri/src/sys/commands/workspace.rs	review-pending	human	tracked	566	
apps/desktop/src-tauri/src/sys/diagnostics/checks/auth_health.rs	review-pending	human	tracked	151	
apps/desktop/src-tauri/src/sys/diagnostics/checks/config_validation.rs	review-pending	human	tracked	189	
apps/desktop/src-tauri/src/sys/diagnostics/checks/database_integrity.rs	review-pending	human	tracked	245	
apps/desktop/src-tauri/src/sys/diagnostics/checks/dependency.rs	review-pending	human	tracked	275	
apps/desktop/src-tauri/src/sys/diagnostics/checks/disk_space.rs	review-pending	human	tracked	164	
apps/desktop/src-tauri/src/sys/diagnostics/checks/mcp_connectivity.rs	review-pending	human	tracked	234	
apps/desktop/src-tauri/src/sys/diagnostics/checks/mod.rs	review-pending	human	tracked	57	
apps/desktop/src-tauri/src/sys/diagnostics/checks/network.rs	review-pending	human	tracked	198	
apps/desktop/src-tauri/src/sys/diagnostics/checks/permissions.rs	review-pending	human	tracked	241	
apps/desktop/src-tauri/src/sys/diagnostics/commands.rs	review-pending	human	tracked	187	
apps/desktop/src-tauri/src/sys/diagnostics/mod.rs	review-pending	human	tracked	450	
apps/desktop/src-tauri/src/sys/diagnostics/runner.rs	review-pending	human	tracked	300	
apps/desktop/src-tauri/src/sys/error/categorization.rs	review-pending	human	tracked	335	
apps/desktop/src-tauri/src/sys/error/commands.rs	review-pending	human	tracked	207	
apps/desktop/src-tauri/src/sys/error/integration.rs	review-pending	human	tracked	212	
apps/desktop/src-tauri/src/sys/error/mod.rs	review-pending	human	tracked	336	
apps/desktop/src-tauri/src/sys/error/recovery.rs	review-pending	human	tracked	393	
apps/desktop/src-tauri/src/sys/error/retry.rs	review-pending	human	tracked	401	
apps/desktop/src-tauri/src/sys/error/translator.rs	review-pending	human	tracked	1414	
apps/desktop/src-tauri/src/sys/filesystem/mod.rs	review-pending	human	tracked	5	
apps/desktop/src-tauri/src/sys/filesystem/search.rs	review-pending	human	tracked	309	
apps/desktop/src-tauri/src/sys/filesystem/watcher.rs	review-pending	human	tracked	182	
apps/desktop/src-tauri/src/sys/logging/mod.rs	review-pending	human	tracked	256	
apps/desktop/src-tauri/src/sys/mod.rs	review-pending	human	tracked	15	
apps/desktop/src-tauri/src/sys/permissions/audit.rs	review-pending	human	tracked	448	
apps/desktop/src-tauri/src/sys/permissions/manager.rs	review-pending	human	tracked	286	
apps/desktop/src-tauri/src/sys/permissions/mod.rs	review-pending	human	tracked	7	
apps/desktop/src-tauri/src/sys/permissions/policy.rs	review-pending	human	tracked	240	
apps/desktop/src-tauri/src/sys/power.rs	review-pending	human	tracked	70	
apps/desktop/src-tauri/src/sys/prompt_enhancement/api_router.rs	review-pending	human	tracked	316	
apps/desktop/src-tauri/src/sys/prompt_enhancement/mod.rs	review-pending	human	tracked	181	
apps/desktop/src-tauri/src/sys/prompt_enhancement/prompt_enhancer.rs	review-pending	human	tracked	316	
apps/desktop/src-tauri/src/sys/prompt_enhancement/use_case_detector.rs	review-pending	human	tracked	338	
apps/desktop/src-tauri/src/sys/security/api.rs	review-pending	human	tracked	425	
apps/desktop/src-tauri/src/sys/security/approval_workflow.rs	review-pending	human	tracked	616	
apps/desktop/src-tauri/src/sys/security/audit_logger.rs	review-pending	human	tracked	540	
apps/desktop/src-tauri/src/sys/security/auth.rs	review-pending	human	tracked	787	
apps/desktop/src-tauri/src/sys/security/auth_db.rs	review-pending	human	tracked	846	
apps/desktop/src-tauri/src/sys/security/blocked_paths.rs	review-pending	human	tracked	52	
apps/desktop/src-tauri/src/sys/security/command_validator.rs	review-pending	human	tracked	690	
apps/desktop/src-tauri/src/sys/security/dispatch_hmac.rs	review-pending	human	tracked	761	
apps/desktop/src-tauri/src/sys/security/dm_protection.rs	review-pending	human	tracked	481	
apps/desktop/src-tauri/src/sys/security/encryption.rs	review-pending	human	tracked	178	
apps/desktop/src-tauri/src/sys/security/env_filter.rs	review-pending	human	tracked	248	
apps/desktop/src-tauri/src/sys/security/guardrails.rs	review-pending	human	tracked	1	
apps/desktop/src-tauri/src/sys/security/log_redaction.rs	review-pending	human	tracked	155	
apps/desktop/src-tauri/src/sys/security/machine_key.rs	review-pending	human	tracked	345	
apps/desktop/src-tauri/src/sys/security/master_password.rs	review-pending	human	tracked	1070	
apps/desktop/src-tauri/src/sys/security/master_password_encryption.rs	review-pending	human	tracked	243	
apps/desktop/src-tauri/src/sys/security/mod.rs	review-pending	human	tracked	92	
apps/desktop/src-tauri/src/sys/security/oauth.rs	review-pending	human	tracked	478	
apps/desktop/src-tauri/src/sys/security/permissions.rs	review-pending	human	tracked	354	
apps/desktop/src-tauri/src/sys/security/policy/actions.rs	review-pending	human	tracked	290	
apps/desktop/src-tauri/src/sys/security/policy/decisions.rs	review-pending	human	tracked	107	
apps/desktop/src-tauri/src/sys/security/policy/engine.rs	review-pending	human	tracked	653	
apps/desktop/src-tauri/src/sys/security/policy/mod.rs	review-pending	human	tracked	9	
apps/desktop/src-tauri/src/sys/security/policy/scope.rs	review-pending	human	tracked	229	
apps/desktop/src-tauri/src/sys/security/policy_integration.rs	review-pending	human	tracked	313	
apps/desktop/src-tauri/src/sys/security/prompt_injection.rs	review-pending	human	tracked	499	
apps/desktop/src-tauri/src/sys/security/rate_limit.rs	review-pending	human	tracked	132	
apps/desktop/src-tauri/src/sys/security/rbac.rs	review-pending	human	tracked	404	
apps/desktop/src-tauri/src/sys/security/sandbox.rs	review-pending	human	tracked	456	
apps/desktop/src-tauri/src/sys/security/sandbox_runtime.rs	review-pending	human	tracked	305	
apps/desktop/src-tauri/src/sys/security/secret_manager.rs	review-pending	human	tracked	420	
apps/desktop/src-tauri/src/sys/security/storage.rs	review-pending	human	tracked	612	
apps/desktop/src-tauri/src/sys/security/tool_guard.rs	review-pending	human	tracked	2462	
apps/desktop/src-tauri/src/sys/security/updater.rs	review-pending	human	tracked	25	
apps/desktop/src-tauri/src/sys/telemetry/analytics_metrics.rs	review-pending	human	tracked	220	
apps/desktop/src-tauri/src/sys/telemetry/collector.rs	review-pending	human	tracked	439	
apps/desktop/src-tauri/src/sys/telemetry/correlation.rs	review-pending	human	tracked	271	
apps/desktop/src-tauri/src/sys/telemetry/logging.rs	review-pending	human	tracked	113	
apps/desktop/src-tauri/src/sys/telemetry/metrics.rs	review-pending	human	tracked	172	
apps/desktop/src-tauri/src/sys/telemetry/mod.rs	review-pending	human	tracked	139	
apps/desktop/src-tauri/src/sys/telemetry/redaction.rs	review-pending	human	tracked	55	
apps/desktop/src-tauri/src/sys/telemetry/tracing.rs	review-pending	human	tracked	104	
apps/desktop/src-tauri/src/sys/test_utils/mocks.rs	review-pending	human	tracked	390	
apps/desktop/src-tauri/src/sys/test_utils/mod.rs	review-pending	human	tracked	215	
apps/desktop/src-tauri/src/sys/utils.rs	review-pending	human	tracked	109	
apps/desktop/src-tauri/src/tests/llm_tests.rs	review-pending	human	tracked	748	
apps/desktop/src-tauri/src/tests/mod.rs	review-pending	human	tracked	8	
apps/desktop/src-tauri/src/tests/security_tests.rs	review-pending	human	tracked	1037	
apps/desktop/src-tauri/src/tests/windows_compat_tests.rs	review-pending	human	tracked	1124	
apps/desktop/src-tauri/src/ui/events/frontend_events.rs	review-pending	human	tracked	256	
apps/desktop/src-tauri/src/ui/events/mod.rs	review-pending	human	tracked	5	
apps/desktop/src-tauri/src/ui/events/tool_stream.rs	review-pending	human	tracked	484	
apps/desktop/src-tauri/src/ui/hooks/config.rs	review-pending	human	tracked	222	
apps/desktop/src-tauri/src/ui/hooks/executor.rs	review-pending	human	tracked	468	
apps/desktop/src-tauri/src/ui/hooks/mod.rs	review-pending	human	tracked	181	
apps/desktop/src-tauri/src/ui/hooks/types.rs	review-pending	human	tracked	471	
apps/desktop/src-tauri/src/ui/mod.rs	review-pending	human	tracked	6	
apps/desktop/src-tauri/src/ui/onboarding/first_run.rs	review-pending	human	tracked	552	
apps/desktop/src-tauri/src/ui/onboarding/instant_demo.rs	review-pending	human	tracked	399	
apps/desktop/src-tauri/src/ui/onboarding/mod.rs	review-pending	human	tracked	135	
apps/desktop/src-tauri/src/ui/onboarding/progress_tracker.rs	review-pending	human	tracked	348	
apps/desktop/src-tauri/src/ui/onboarding/rewards.rs	review-pending	human	tracked	336	
apps/desktop/src-tauri/src/ui/onboarding/sample_data.rs	review-pending	human	tracked	751	
apps/desktop/src-tauri/src/ui/onboarding/tutorial_manager.rs	review-pending	human	tracked	569	
apps/desktop/src-tauri/src/ui/overlay/animations.rs	review-pending	human	tracked	34	
apps/desktop/src-tauri/src/ui/overlay/mod.rs	review-pending	human	tracked	7	
apps/desktop/src-tauri/src/ui/overlay/renderer.rs	review-pending	human	tracked	202	
apps/desktop/src-tauri/src/ui/overlay/window.rs	review-pending	human	tracked	84	
apps/desktop/src-tauri/src/ui/tray.rs	review-pending	human	tracked	150	
apps/desktop/src-tauri/src/ui/window/mod.rs	review-pending	human	tracked	547	
apps/desktop/src-tauri/tauri.conf.json	review-pending	human	tracked	86	
apps/desktop/src-tauri/tests/automation_db_tests.rs	review-pending	human	tracked	445	
apps/desktop/src-tauri/tests/automation_integration.rs	review-pending	human	tracked	174	
