path,line,purpose,category,current_model,expected_output,reasoning_required,arithmetic_required,date_computation,arbitrary_strings,latency,token_usage,approximate_cost,failure_and_fallback,frequency,critical_path,primitive,priority
apps/web/app/api/chat/conversations/[id]/messages/lib/generate-title.ts,238,Generate conversation title,C/D,Managed utility route selected by registry,free-form text and/or tool arguments,yes,caller-dependent; exact calculation must stay in code,caller-dependent; exact dates stay in code,yes,unknown; no production trace sampled,unknown; input/output dependent,unknown; obtain usage and canonical route price,Existing title fallback,On invocation; production frequency unknown,post-turn,none,reject arbitrary string generation
apps/web/app/api/chat/conversations/[id]/messages/lib/generate-title.ts,239,Generate conversation title,C/D,Managed utility route selected by registry,free-form text and/or tool arguments,yes,caller-dependent; exact calculation must stay in code,caller-dependent; exact dates stay in code,yes,unknown; no production trace sampled,unknown; input/output dependent,unknown; obtain usage and canonical route price,Existing title fallback,On invocation; production frequency unknown,post-turn,none,reject arbitrary string generation
apps/web/app/api/llm/v1/chat/completions/lib/adapter-factory.ts,108,Shared inference dispatch; semantics belong to caller,transport,Host-selected model through the canonical router/provider configuration,"streamed text, reasoning, tool calls, usage",caller-dependent,caller-dependent; exact calculation must stay in code,caller-dependent; exact dates stay in code,caller-dependent,unknown; no production trace sampled,unknown; input/output dependent,unknown; obtain usage and canonical route price,Existing host retry/error path; not changed,On invocation; production frequency unknown,yes when invoked synchronously,none,preserve transport; classify callers
apps/web/app/api/llm/v1/chat/completions/lib/context-compaction.ts,190,Summarize conversation history,C/D,Host-selected model through the canonical router/provider configuration,free-form text and/or tool arguments,yes,caller-dependent; exact calculation must stay in code,caller-dependent; exact dates stay in code,yes,unknown; no production trace sampled,unknown; input/output dependent,unknown; obtain usage and canonical route price,Existing host retry/error path; not changed,On invocation; production frequency unknown,yes when invoked synchronously,Noul request-context relevance only,P2 preserve canonical history
apps/web/app/api/llm/v1/chat/completions/lib/context-compaction.ts,191,Summarize conversation history,C/D,Host-selected model through the canonical router/provider configuration,free-form text and/or tool arguments,yes,caller-dependent; exact calculation must stay in code,caller-dependent; exact dates stay in code,yes,unknown; no production trace sampled,unknown; input/output dependent,unknown; obtain usage and canonical route price,Existing host retry/error path; not changed,On invocation; production frequency unknown,yes when invoked synchronously,Noul request-context relevance only,P2 preserve canonical history
apps/web/app/api/llm/v1/chat/completions/route.ts,1216,Shared inference dispatch; semantics belong to caller,transport,Host-selected model through the canonical router/provider configuration,"streamed text, reasoning, tool calls, usage",caller-dependent,caller-dependent; exact calculation must stay in code,caller-dependent; exact dates stay in code,caller-dependent,unknown; no production trace sampled,unknown; input/output dependent,unknown; obtain usage and canonical route price,Existing host retry/error path; not changed,On invocation; production frequency unknown,yes when invoked synchronously,none,preserve transport; classify callers
apps/web/app/api/llm/v1/chat/completions/route.ts,1217,Shared inference dispatch; semantics belong to caller,transport,Host-selected model through the canonical router/provider configuration,"streamed text, reasoning, tool calls, usage",caller-dependent,caller-dependent; exact calculation must stay in code,caller-dependent; exact dates stay in code,caller-dependent,unknown; no production trace sampled,unknown; input/output dependent,unknown; obtain usage and canonical route price,Existing host retry/error path; not changed,On invocation; production frequency unknown,yes when invoked synchronously,none,preserve transport; classify callers
apps/web/lib/code-review/pipeline.ts,118,Generate evidence-backed review findings,C/D,Host-selected model through the canonical router/provider configuration,free-form text and/or tool arguments,yes,caller-dependent; exact calculation must stay in code,caller-dependent; exact dates stay in code,yes,unknown; no production trace sampled,unknown; input/output dependent,unknown; obtain usage and canonical route price,Existing host retry/error path; not changed,On invocation; production frequency unknown,yes when invoked synchronously,none,retain reasoning; optional per-finding evidence checks
apps/web/lib/code-review/pipeline.ts,119,Generate evidence-backed review findings,C/D,Host-selected model through the canonical router/provider configuration,free-form text and/or tool arguments,yes,caller-dependent; exact calculation must stay in code,caller-dependent; exact dates stay in code,yes,unknown; no production trace sampled,unknown; input/output dependent,unknown; obtain usage and canonical route price,Existing host retry/error path; not changed,On invocation; production frequency unknown,yes when invoked synchronously,none,retain reasoning; optional per-finding evidence checks
apps/web/lib/moderation/output-moderation.ts,173,Classify generated image safety,"B, incompatible input",resolveOutputClassifierModel canonical vision route,allow/block + category list,narrow judgment,caller-dependent; exact calculation must stay in code,caller-dependent; exact dates stay in code,no,unknown; no production trace sampled,unknown; input/output dependent,unknown; obtain usage and canonical route price,Hash denylist first; classifier errors log and return null,On invocation; production frequency unknown,yes when invoked synchronously,none,reject Jev: input is image bytes
apps/web/lib/server/scanned-document-text.ts,138,Vision OCR extraction,C/D,Host-selected model through the canonical router/provider configuration,free-form text and/or tool arguments,yes,caller-dependent; exact calculation must stay in code,caller-dependent; exact dates stay in code,yes,unknown; no production trace sampled,unknown; input/output dependent,unknown; obtain usage and canonical route price,Existing host retry/error path; not changed,On invocation; production frequency unknown,yes when invoked synchronously,none,reject text-only replacement
apps/web/lib/services/cloud-code-agent-loop.ts,380,Primary coding turn and tool arguments,C/D,Host-selected model through the canonical router/provider configuration,free-form text and/or tool arguments,yes,caller-dependent; exact calculation must stay in code,caller-dependent; exact dates stay in code,yes,unknown; no production trace sampled,unknown; input/output dependent,unknown; obtain usage and canonical route price,Existing host retry/error path; not changed,Every provider step,yes when invoked synchronously,none,retain generative loop
apps/web/lib/services/model-memory-extraction.ts,174,Generate reusable memory facts,C/D,Managed simple_chat/free utility route,free-form text and/or tool arguments,yes,caller-dependent; exact calculation must stay in code,caller-dependent; exact dates stay in code,yes,unknown; no production trace sampled,unknown; input/output dependent,unknown; obtain usage and canonical route price,"Pattern candidates on ineligible input, unavailable route, quota failure, timeout or model failure",On invocation; production frequency unknown,post-turn,Noul worth-saving as optional measured pre-gate,"P1 gate, reject replacing fact generation"
apps/web/lib/services/model-memory-extraction.ts,175,Generate reusable memory facts,C/D,Managed simple_chat/free utility route,free-form text and/or tool arguments,yes,caller-dependent; exact calculation must stay in code,caller-dependent; exact dates stay in code,yes,unknown; no production trace sampled,unknown; input/output dependent,unknown; obtain usage and canonical route price,"Pattern candidates on ineligible input, unavailable route, quota failure, timeout or model failure",On invocation; production frequency unknown,post-turn,Noul worth-saving as optional measured pre-gate,"P1 gate, reject replacing fact generation"
apps/web/lib/services/model-rollout/shadow-dispatch-service.ts,155,Mirror generative request for model rollout quality,C/D,Host-selected model through the canonical router/provider configuration,free-form text and/or tool arguments,yes,caller-dependent; exact calculation must stay in code,caller-dependent; exact dates stay in code,yes,unknown; no production trace sampled,unknown; input/output dependent,unknown; obtain usage and canonical route price,Existing host retry/error path; not changed,On invocation; production frequency unknown,shadow,none,not a classifier replacement
apps/web/lib/services/scheduled-agent-executor.ts,465,Scheduled task generation/tool execution,C/D,Host-selected model through the canonical router/provider configuration,free-form text and/or tool arguments,yes,caller-dependent; exact calculation must stay in code,caller-dependent; exact dates stay in code,yes,unknown; no production trace sampled,unknown; input/output dependent,unknown; obtain usage and canonical route price,Existing host retry/error path; not changed,On invocation; production frequency unknown,background,none,retain generative workflow
apps/web/lib/services/scheduled-agent-executor.ts,466,Scheduled task generation/tool execution,C/D,Host-selected model through the canonical router/provider configuration,free-form text and/or tool arguments,yes,caller-dependent; exact calculation must stay in code,caller-dependent; exact dates stay in code,yes,unknown; no production trace sampled,unknown; input/output dependent,unknown; obtain usage and canonical route price,Existing host retry/error path; not changed,On invocation; production frequency unknown,background,none,retain generative workflow
apps/web/lib/support/agent/answer/model-route.ts,133,Generate grounded support answer,C/D,Host-selected model through the canonical router/provider configuration,free-form text and/or tool arguments,yes,caller-dependent; exact calculation must stay in code,caller-dependent; exact dates stay in code,yes,unknown; no production trace sampled,unknown; input/output dependent,unknown; obtain usage and canonical route price,Cached answer first; unavailable/error outcome,On invocation; production frequency unknown,yes when invoked synchronously,Noul evidence coverage only,retain generation
apps/web/lib/support/agent/answer/model-route.ts,201,Generate grounded support answer,C/D,Host-selected model through the canonical router/provider configuration,free-form text and/or tool arguments,yes,caller-dependent; exact calculation must stay in code,caller-dependent; exact dates stay in code,yes,unknown; no production trace sampled,unknown; input/output dependent,unknown; obtain usage and canonical route price,Cached answer first; unavailable/error outcome,On invocation; production frequency unknown,yes when invoked synchronously,Noul evidence coverage only,retain generation
packages/ai/provider-runtime/src/typesafe-decisions.ts,48,New internal semantic decision adapter,B,Required caller-supplied version pin; no chat catalog entry,"Choice/Score/Noul, probabilities, confidence, usage",no,caller-dependent; exact calculation must stay in code,caller-dependent; exact dates stay in code,no,unknown; no production trace sampled,unknown; input/output dependent,unknown; obtain usage and canonical route price,Shared evaluator typed fallback; no SDK retries,On invocation; production frequency unknown,evaluation only in this change,all three,P0 implemented
packages/ai/providers/anthropic/src/index.ts,122,Shared inference dispatch; semantics belong to caller,transport,Host-selected model through the canonical router/provider configuration,"streamed text, reasoning, tool calls, usage",caller-dependent,caller-dependent; exact calculation must stay in code,caller-dependent; exact dates stay in code,caller-dependent,unknown; no production trace sampled,unknown; input/output dependent,unknown; obtain usage and canonical route price,Existing host retry/error path; not changed,On invocation; production frequency unknown,yes when invoked synchronously,none,preserve transport; classify callers
packages/ai/providers/deepseek/src/index.ts,106,Shared inference dispatch; semantics belong to caller,transport,Host-selected model through the canonical router/provider configuration,"streamed text, reasoning, tool calls, usage",caller-dependent,caller-dependent; exact calculation must stay in code,caller-dependent; exact dates stay in code,caller-dependent,unknown; no production trace sampled,unknown; input/output dependent,unknown; obtain usage and canonical route price,Existing host retry/error path; not changed,On invocation; production frequency unknown,yes when invoked synchronously,none,preserve transport; classify callers
packages/ai/providers/groq/src/index.ts,106,Shared inference dispatch; semantics belong to caller,transport,Host-selected model through the canonical router/provider configuration,"streamed text, reasoning, tool calls, usage",caller-dependent,caller-dependent; exact calculation must stay in code,caller-dependent; exact dates stay in code,caller-dependent,unknown; no production trace sampled,unknown; input/output dependent,unknown; obtain usage and canonical route price,Existing host retry/error path; not changed,On invocation; production frequency unknown,yes when invoked synchronously,none,preserve transport; classify callers
packages/ai/providers/lmstudio/src/index.ts,97,Shared inference dispatch; semantics belong to caller,transport,Host-selected model through the canonical router/provider configuration,"streamed text, reasoning, tool calls, usage",caller-dependent,caller-dependent; exact calculation must stay in code,caller-dependent; exact dates stay in code,caller-dependent,unknown; no production trace sampled,unknown; input/output dependent,unknown; obtain usage and canonical route price,Existing host retry/error path; not changed,On invocation; production frequency unknown,yes when invoked synchronously,none,preserve transport; classify callers
packages/ai/providers/minimax/src/index.ts,110,Shared inference dispatch; semantics belong to caller,transport,Host-selected model through the canonical router/provider configuration,"streamed text, reasoning, tool calls, usage",caller-dependent,caller-dependent; exact calculation must stay in code,caller-dependent; exact dates stay in code,caller-dependent,unknown; no production trace sampled,unknown; input/output dependent,unknown; obtain usage and canonical route price,Existing host retry/error path; not changed,On invocation; production frequency unknown,yes when invoked synchronously,none,preserve transport; classify callers
packages/ai/providers/moonshot/src/index.ts,126,Shared inference dispatch; semantics belong to caller,transport,Host-selected model through the canonical router/provider configuration,"streamed text, reasoning, tool calls, usage",caller-dependent,caller-dependent; exact calculation must stay in code,caller-dependent; exact dates stay in code,caller-dependent,unknown; no production trace sampled,unknown; input/output dependent,unknown; obtain usage and canonical route price,Existing host retry/error path; not changed,On invocation; production frequency unknown,yes when invoked synchronously,none,preserve transport; classify callers
packages/ai/providers/openai/src/compat-adapter.ts,145,Shared inference dispatch; semantics belong to caller,transport,Host-selected model through the canonical router/provider configuration,"streamed text, reasoning, tool calls, usage",caller-dependent,caller-dependent; exact calculation must stay in code,caller-dependent; exact dates stay in code,caller-dependent,unknown; no production trace sampled,unknown; input/output dependent,unknown; obtain usage and canonical route price,Existing host retry/error path; not changed,On invocation; production frequency unknown,yes when invoked synchronously,none,preserve transport; classify callers
packages/ai/providers/openai/src/index.ts,276,Shared inference dispatch; semantics belong to caller,transport,Host-selected model through the canonical router/provider configuration,"streamed text, reasoning, tool calls, usage",caller-dependent,caller-dependent; exact calculation must stay in code,caller-dependent; exact dates stay in code,caller-dependent,unknown; no production trace sampled,unknown; input/output dependent,unknown; obtain usage and canonical route price,Existing host retry/error path; not changed,On invocation; production frequency unknown,yes when invoked synchronously,none,preserve transport; classify callers
packages/ai/providers/openai/src/index.ts,347,Shared inference dispatch; semantics belong to caller,transport,Host-selected model through the canonical router/provider configuration,"streamed text, reasoning, tool calls, usage",caller-dependent,caller-dependent; exact calculation must stay in code,caller-dependent; exact dates stay in code,caller-dependent,unknown; no production trace sampled,unknown; input/output dependent,unknown; obtain usage and canonical route price,Existing host retry/error path; not changed,On invocation; production frequency unknown,yes when invoked synchronously,none,preserve transport; classify callers
packages/ai/providers/openrouter/src/index.ts,172,Shared inference dispatch; semantics belong to caller,transport,Host-selected model through the canonical router/provider configuration,"streamed text, reasoning, tool calls, usage",caller-dependent,caller-dependent; exact calculation must stay in code,caller-dependent; exact dates stay in code,caller-dependent,unknown; no production trace sampled,unknown; input/output dependent,unknown; obtain usage and canonical route price,Existing host retry/error path; not changed,On invocation; production frequency unknown,yes when invoked synchronously,none,preserve transport; classify callers
packages/ai/providers/perplexity/src/index.ts,142,Shared inference dispatch; semantics belong to caller,transport,Host-selected model through the canonical router/provider configuration,"streamed text, reasoning, tool calls, usage",caller-dependent,caller-dependent; exact calculation must stay in code,caller-dependent; exact dates stay in code,caller-dependent,unknown; no production trace sampled,unknown; input/output dependent,unknown; obtain usage and canonical route price,Existing host retry/error path; not changed,On invocation; production frequency unknown,yes when invoked synchronously,none,preserve transport; classify callers
packages/ai/providers/qwen/src/index.ts,151,Shared inference dispatch; semantics belong to caller,transport,Host-selected model through the canonical router/provider configuration,"streamed text, reasoning, tool calls, usage",caller-dependent,caller-dependent; exact calculation must stay in code,caller-dependent; exact dates stay in code,caller-dependent,unknown; no production trace sampled,unknown; input/output dependent,unknown; obtain usage and canonical route price,Existing host retry/error path; not changed,On invocation; production frequency unknown,yes when invoked synchronously,none,preserve transport; classify callers
packages/ai/providers/vercel-gateway/src/index.ts,134,Shared inference dispatch; semantics belong to caller,transport,Host-selected model through the canonical router/provider configuration,"streamed text, reasoning, tool calls, usage",caller-dependent,caller-dependent; exact calculation must stay in code,caller-dependent; exact dates stay in code,caller-dependent,unknown; no production trace sampled,unknown; input/output dependent,unknown; obtain usage and canonical route price,Existing host retry/error path; not changed,On invocation; production frequency unknown,yes when invoked synchronously,none,preserve transport; classify callers
packages/ai/providers/xai/src/index.ts,108,Shared inference dispatch; semantics belong to caller,transport,Host-selected model through the canonical router/provider configuration,"streamed text, reasoning, tool calls, usage",caller-dependent,caller-dependent; exact calculation must stay in code,caller-dependent; exact dates stay in code,caller-dependent,unknown; no production trace sampled,unknown; input/output dependent,unknown; obtain usage and canonical route price,Existing host retry/error path; not changed,On invocation; production frequency unknown,yes when invoked synchronously,none,preserve transport; classify callers
packages/ai/providers/zhipu/src/index.ts,144,Shared inference dispatch; semantics belong to caller,transport,Host-selected model through the canonical router/provider configuration,"streamed text, reasoning, tool calls, usage",caller-dependent,caller-dependent; exact calculation must stay in code,caller-dependent; exact dates stay in code,caller-dependent,unknown; no production trace sampled,unknown; input/output dependent,unknown; obtain usage and canonical route price,Existing host retry/error path; not changed,On invocation; production frequency unknown,yes when invoked synchronously,none,preserve transport; classify callers
