id,severity,agiSurface,gapType,title,refProduct,refSurface,refScreen,detail,evidence,suggestedFix,image,status,owner,mergedFrom
GAP-067,P1,desktop,missing-screen,A Desktop pull-request inbox is declined without remote review ownership,Codex,macOS desktop,Pull requests list,"Local git commands and helper APIs do not constitute an authenticated pull-request product. Desktop lacks a provider-neutral PR list/detail contract, remote account selection, pagination, review permissions, and mutation audit trail.","apps/desktop/src/features/git and api/git.ts own local repository status, diff, commit, push, and pull operations. Repository searches find no mounted owner-scoped PR inbox service or Desktop remote-provider authorization and review contract.","Not planned until a remote provider layer owns repository identity, authenticated PR list/detail/review mutations, pagination, errors, rate limits, and audit behavior.",chatgpt_reference/084-codex-macos-pull-requests-list-empty-error-state.png,Not Planned,Desktop,
GAP-068,P1,desktop,missing-state,A fabricated recording Processing state is declined for synchronous local capture,Claude,macOS desktop,Recorder HUD — Processing state,The current recorder stops and immediately presents the captured action review; it does not submit an asynchronous media-processing job. Adding a timed Processing screen would be ornamental latency and would not reflect real work.,"ActionRecorder.tsx receives the native stop result, finalizes optional local narration, and transitions directly to review or the structured empty-capture recovery. No processing job identifier, progress event, retry contract, or background worker exists.","Not planned while processing is synchronous. Add a real state only if a future media pipeline publishes durable queued, processing, failed, retryable, and complete statuses.",references-2/claude-desktop-cowork-record-skill-05-processing-zero-steps.png,Not Planned,Desktop,
GAP-069,P1,desktop,missing-screen,In-thread recording playback is declined without a durable timeline asset,Claude,macOS desktop,Recording playback — expanded event timeline,"Timestamped actions and narration support skill creation, but the product does not retain a recording asset after review. A playback card with elapsed time and app-switch events would be nonfunctional without persisted timeline and media ownership.","ActionRecorder.tsx holds capture events locally and its supported sink is skillCreateFromRecording. Message schemas and artifact stores do not define a replayable recording timeline, duration, app-switch event, or retrieval URL.","Not planned until the recording-attachment contract described in GAP-062 exists with seekable timing, event validation, storage, retention, and reopen tests.",references-2/claude-desktop-cowork-record-skill-07-recording-playback-events-a.png,Not Planned,Desktop,
GAP-070,P1,desktop,missing-control,Per-step recorder screenshots are declined without consented frame capture and storage,Claude,macOS desktop,Recording playback — screenshot frames per event,"The recorder currently captures input actions and optional narration, not screen frames. Adding screenshot thumbnails requires a new screen-recording consent boundary, redaction policy, storage lifecycle, and secure association with steps.","The native recording result and ActionRecorder RecordedAction model contain action metadata but no image bytes, frame identifiers, redaction status, or storage reference. Current screen capture features use separate consent and execution paths.","Not planned until native capture explicitly authorizes frames and defines redaction, sensitive-window handling, encryption, retention/deletion, size limits, thumbnail generation, and local/cloud egress policy.",references-2/claude-desktop-cowork-record-skill-08-recording-playback-events-b.png,Not Planned,Desktop,
GAP-071,P1,desktop,missing-screen,"A single Review, Terminal, Browser, and Files right rail is declined; terminal uses its real dock",Codex,macOS desktop,Right tool panel launcher,"The terminal reachability defect is fixed with a bottom dock, but the remaining panels have different owners and lifecycles. Combining local review, browser automation, file diff, and terminal into a cosmetic rail would duplicate existing surfaces and blur approval boundaries.","DesktopShellV3.tsx now mounts TerminalWorkspace in the conventional bottom dock. ExecutionSidecar, ExecutionDashboard, BrowserPanel, FilesPanel, and git review components remain contextual to their respective execution or review owners; no shared panel-state or run-artifact contract unifies them.",Not planned as a monolithic rail. Keep terminal in the bottom dock and mount each other panel only from an authoritative execution or review context; revisit shared navigation after a run journal exists.,chatgpt_reference/080-codex-macos-right-panel-shortcuts-review-terminal-browser-files.png,Not Planned,Desktop,
GAP-072,P1,desktop,missing-control,Scheduler starter templates are declined until Local and Cloud share a typed template contract,Codex,macOS desktop,Scheduled tasks — Suggestions,Desktop exposes separate Local and Managed Cloud scheduling implementations with different persistence and execution boundaries. Hard-coded visual templates would drift or prefill unsupported fields without a shared product-owned template schema.,"AgiWorkScheduled and the Cloud schedules surface use separate stores/services and submit different runtime contracts. Repository searches find no versioned scheduler-template catalog, applicability metadata, migration policy, or server-owned template identifiers.","Not planned until a template contract declares supported target runtime, prompt, schedule fields, required capabilities, version, localization, and safe preview for both schedulers.",chatgpt_reference/086-codex-macos-scheduled-tasks-daily-weekly-followup-suggestions.png,Not Planned,Desktop,
GAP-073,P1,desktop,missing-control,"Organization ID, in-app account deletion, and logout-all are declined without account APIs",Claude,macOS desktop,Settings > Account,"These are server-authoritative account operations, not renderer settings. Desktop has no organization-membership fact, deletion challenge/status contract, or session-revocation endpoint that could back the requested controls safely.","Account settings consume the supported profile and billing facts. Searches across Desktop API clients and Cloud contracts find no organization ID field, delete-account operation, logout-all endpoint, reauthentication challenge, or deletion recovery state.","Not planned until the account service owns organization identity, destructive deletion with reauthentication and status, and all-session revocation with current-session behavior and audit tests.",claude_reference/140-claude-desktop-settings-account-org-id-trusted-devices.png,Not Planned,Desktop,
GAP-074,P1,desktop,missing-control,Cross-surface Active Sessions is declined without a session inventory service,Claude,macOS desktop,Settings > Account — Active sessions table,"A trustworthy device/session table requires server-issued session identifiers, device metadata, timestamps, current-session marking, and individual revocation. None is published to Desktop, so deriving rows from local tokens or companion peers would be incomplete and security-sensitive.",Desktop auth state contains the current credentials but no authenticated session inventory or revoke-by-session action. Companion connections are ephemeral peer sessions and are not interchangeable with account login sessions.,"Not planned until an owner-scoped session API provides normalized device/location metadata, privacy rules, current marker, last activity, revoke/revoke-all, expiry, and cross-account isolation tests.",claude_reference/141-claude-desktop-settings-account-active-sessions-device-list.png,Not Planned,Desktop,
GAP-075,P1,desktop,missing-control,Desktop UI scale is user-selectable and persisted,Codex,macOS desktop,Settings > Appearance — Preferences,"Desktop Appearance now provides Small, Default, and Large interface sizes. The selected 90, 100, or 110 percent scale is persisted in the settings store and applied at the document root on launch.","ThemeSettings.tsx renders the Interface size control. settingsStore.ts persists windowPreferences.uiScale with a versioned migration, and App.tsx applies the root font size. ThemeSettings.accessibility.test.tsx verifies the control and persistence behavior.","Completed. Keep scale values bounded and migrated, and apply them once at the app root so feature surfaces inherit a consistent size.",chatgpt_reference/095-codex-macos-settings-appearance-dark-theme-preferences.png,Done,Desktop,
GAP-076,P1,desktop,missing-control,Desktop provides a persisted Reduce motion override,Codex,macOS desktop,Settings > Appearance — Preferences,"Appearance now includes an in-app Reduce motion switch independent of the operating-system preference. Its persisted root class suppresses nonessential animation, transition, and smooth scrolling throughout the Desktop UI.",ThemeSettings.tsx exposes the switch; settingsStore.ts persists windowPreferences.reduceMotion with a migration; App.tsx applies reduce-motion at the root; styles/globals.css defines the override. ThemeSettings.accessibility.test.tsx covers the setting.,"Completed. Continue respecting the OS media query while treating this switch as an additional user override, and exempt only motion that is essential to understanding state.",chatgpt_reference/095-codex-macos-settings-appearance-dark-theme-preferences.png,Done,Desktop,
GAP-077,P1,desktop,missing-control,Desktop exposes the supported memory policy controls without fabricated imports,Claude,macOS desktop,Settings > Capabilities — Memory + General,"The current Memory surface includes native-backed enablement, automatic saving, and tool-assisted memory controls. Cross-provider import, connector search, and other reference-specific behaviors have no ingestion or authorization contract and are intentionally not presented as working controls.","apps/desktop/src/features/settings/MemorySettings.tsx and the memory preference actions in settingsStore.ts expose and synchronise the supported memory policy. Repository searches find no provider-import adapter, connector-memory search contract, provenance format, or rollback lifecycle that could safely back the additional reference controls.","Closed for the supported scope. Keep real memory policy controls available; add provider import or connector search only with typed ingestion, provenance, deduplication, deletion, authorization, and rollback contracts.",claude_reference/146-claude-desktop-settings-capabilities-memory-tools.png,Done,Desktop,
GAP-078,P1,desktop,missing-control,Desktop Chrome enablement and site-policy controls are declined because the extension owns enforcement,Claude,macOS desktop,Settings > Claude in Chrome,"The Desktop AGI in Chrome tab reports the native bridge connection, while extension enablement and origin allowlisting are enforced in the browser extension. Duplicating switches in Desktop without a signed bridge command would create two disagreeing policy stores.",apps/desktop/src/features/settings/tabs/AgiInChrome/index.tsx mounts BridgeStatusCard. apps/extension owns agi_site_allowlist and browser permission behavior. Current native bridge contracts expose status and context handoff but no authoritative Desktop mutation for extension enabled state or site policy.,"Not planned until a versioned authenticated bridge supports read, update, acknowledgement, conflict resolution, and revocation for the extension-owned policy.",claude_reference/154-claude-desktop-settings-claude-in-chrome-permissions.png,Not Planned,Desktop,
GAP-079,P1,desktop,missing-control,Local tool-runtime self-repair is declined without typed health and reinstall commands,Codex,macOS desktop,Settings > Configuration — Workspace Dependencies,"A Diagnose or Reinstall button would perform privileged mutation. The native layer does not expose a bounded health report, verified package source, repair plan, progress, rollback, or restart result for the local tool runtime.","Existing settings and runtime surfaces can report concrete MCP or provider failures, but repository searches find no generic tool-runtime diagnose/reinstall command or signed artifact verification path that Desktop can invoke safely.","Not planned until native owns structured diagnostics and a platform-specific repair transaction with verified artifacts, explicit consent, progress, rollback, logs, and post-repair validation.",chatgpt_reference/097-codex-macos-settings-configuration-approval-sandbox-model-features.png,Not Planned,Desktop,
GAP-080,P1,desktop,missing-control,Trusted multi-device history is declined for single-session ephemeral pairing,Codex,macOS desktop,Settings > Connections,"The companion protocol deliberately authorizes one active Desktop and Mobile role per short-lived session and does not persist reusable device credentials. A trusted-device list, revoke row, or last-connected timestamp would imply reusable access that does not exist.","Desktop and Mobile connection stores keep singleton signaling, peer, data-channel, heartbeat, and session-key state and clear authority on disconnect. The signed cross-device contract has no durable device identity, token rotation, device inventory, or revoke-by-device operation.","Not planned until a device authorization service provides independently revocable identities, encrypted refresh authority, history, expiry, rotation, active-target selection, and adversarial routing tests.",chatgpt_reference/053-codex-macos-settings-connections-control-this-mac-devices.png,Not Planned,Desktop,
GAP-081,P1,desktop,missing-control,A remote-control master switch is declined while no durable listener exists,Codex,macOS desktop,Settings > Connections > Control this Mac,Current inbound companion control begins through an explicit ephemeral pairing session and ends on disconnect; there is no background reusable-access listener to leave enabled. A saved Allow connections switch would not gate any durable authority.,"MobileCompanionPanel starts the supported pairing flow and exposes Disconnect. Connection state and session keys are process/session scoped, and native settings expose no global companion listener enable flag or rejection policy.","Not planned for ephemeral pairing. Add a kill switch only with a durable inbound connection service, default-off policy, native enforcement, paired-device count, immediate teardown, and restart tests.",chatgpt_reference/032-codex-macos-settings-connections-control-this-mac-allow-toggle.png,Not Planned,Desktop,
GAP-082,P1,desktop,missing-control,"Startup, global voice, menu-bar, and keep-awake toggles are declined without native lifecycle owners",Claude,macOS desktop,Settings > Desktop app > General,"These settings require platform-native autostart registration, global shortcut ownership, tray/window lifecycle, and power assertions. The current Tauri command surface does not expose the complete set, so renderer toggles would persist promises the operating system never applied.","GeneralSettings and the native command inventory have no verified run-on-startup, keep-awake, or menu-bar-visibility transaction with rollback. Voice settings own in-app capture rather than an OS-global voice shortcut lifecycle.","Not planned until native implements each capability with support detection, permission/error state, rollback, startup restoration, and macOS lifecycle tests. Land controls one capability at a time with its native owner.",claude_reference/155-claude-desktop-settings-desktop-general-shortcuts.png,Not Planned,Desktop,
GAP-083,P1,desktop,missing-screen,Desktop Connections exposes the live local MCP workspace and server configuration,Claude,web,Settings > Developer > Local MCP servers list + detail panel,"The audit premise is stale: Desktop settings mounts the production MCPWorkspace, which lists configured servers and exposes status, command/configuration, logs, editing, enablement, restart, and removal behaviors supported by the native MCP manager.","apps/desktop/src/features/settings/tabs/Connections/index.tsx mounts MCPWorkspace. apps/desktop/src/features/mcp/MCPWorkspace.tsx and its server/configuration components own the list, detail, status, logs, edit, restart, enable, and remove flows against the existing native API.",Closed as stale. Keep MCP server lifecycle inside MCPWorkspace and avoid duplicating server state in a second settings implementation.,claude_reference/158-claude-web-settings-developer-mcp-filesystem-server-detail.png,Done,Desktop,
GAP-084,P1,desktop,missing-control,Prevent-sleep is declined until native power assertions are implemented,ChatGPT,macOS desktop,Settings > General,"A renderer preference cannot keep a Mac awake. No native task-bound power assertion, crash cleanup, reference counting, or visible active state exists, so a toggle would create false reliability for long tasks.",Repository searches find no Tauri power-management command consumed by Agent execution and no lifecycle that acquires and releases an assertion around active runs.,"Not planned until native owns task-bound acquire/release, crash and quit cleanup, multiple-run reference counting, battery disclosure, unsupported-platform behavior, and integration tests.",chatgpt_reference/091-chatgpt-macos-settings-general-permissions-full-access-defaults.png,Not Planned,Desktop,
GAP-085,P1,desktop,missing-control,Menu-bar persistence is declined until tray and close semantics are native-backed,ChatGPT,macOS desktop,Settings > General,"Showing in the menu bar changes macOS application lifecycle and whether closing a window quits or hides. Desktop has no supported tray preference contract with reliable restore and quit behavior, so a switch would be inert or misleading.",Settings and the current renderer bridge expose no menu-bar visibility mutation or acknowledged close-window lifecycle preference. Existing window controls do not establish a persistent background tray owner.,"Not planned until native implements tray creation/removal, close-versus-quit semantics, launch restoration, explicit Quit, update behavior, and platform tests.",chatgpt_reference/091-chatgpt-macos-settings-general-permissions-full-access-defaults.png,Not Planned,Desktop,
GAP-086,P1,desktop,missing-control,Desktop send behavior is configurable and persisted,Codex,macOS desktop,Settings > General — Composer,"General settings now lets users choose Enter to send with Shift+Enter for a newline, or Command/Ctrl+Enter to send with Enter for a newline. The shared composer consumes the persisted preference and labels the send affordance accordingly.",GeneralSettings.tsx renders the Send shortcut selector. chatPrefs.ts and settingsStore.ts persist sendShortcut with a versioned migration. DesktopShellV3.tsx passes composerSendShortcut to ChatInterface; ChatInput.tsx enforces it and SendButton.tsx exposes the matching label. ChatInput.workScope.test.tsx covers both key modes.,Completed. Keep keyboard behavior and accessible send labels driven from the same preference so displayed and executed shortcuts cannot diverge.,chatgpt_reference/092-codex-macos-settings-general-composer-notifications-popout.png,Done,Desktop,
GAP-087,P1,desktop,missing-interaction,Queue versus Steer follow-ups are declined without executor semantics,Codex,macOS desktop,Settings > General — Composer,"The current run contract does not define a queued follow-up or an in-flight steering event. A composer preference could not guarantee ordering, cancellation, replay, or what context the active agent observes.","Desktop chat and native workflow events have send, status, tool, approval, and cancellation behavior but no typed queue-item or steer-current-run operation and no persisted ordering contract.","Not planned until the executor defines both operations, acknowledgement, ordering, race handling, cancellation, recovery after restart, and mode-specific UI state.",chatgpt_reference/092-codex-macos-settings-general-composer-notifications-popout.png,Not Planned,Desktop,
GAP-088,P1,desktop,missing-control,"Desktop notification settings expose native completion, attention, permission, and reminder scopes",Codex,macOS desktop,Settings > General — Notifications,"Notification settings now map the actual native enabled_types contract into understandable controls for task completion, failures or input needed, permission and system alerts, and reminders, alongside master notifications and badge behavior.","NotificationsSettings.tsx reads and writes the native notification config fields enabled, badge_enabled, and enabled_types, treating an empty enabled_types array as the backend's all-types default. NotificationsSettings.test.tsx verifies category projection and persistence.","Completed for the native event vocabulary. Add future categories only when a producer and native delivery type exist, then extend the same mapping and tests.",chatgpt_reference/092-codex-macos-settings-general-composer-notifications-popout.png,Done,Desktop,
GAP-089,P1,desktop,missing-state,Unbinding shortcuts is declined until shortcut ownership is reconciled,Codex,macOS desktop,Settings > Keyboard shortcuts,The visible settings catalog and the Rust/global shortcut store do not currently share a complete action ID and dispatch contract. Allowing an empty binding in only the renderer would report an action as unbound while another owner could still handle its default.,"KeybindingsSettings reads the Desktop shortcut definitions, while native shortcut persistence and runtime dispatch cover a different subset and generic useShortcutActions does not own every listed action. The current capture flow safely rejects conflicts but has no authoritative disabled state.","Not planned as a cosmetic clear action. First unify action IDs, owner, defaults, persistence, global versus window scope, and dispatch; then add an explicit disabled value with migration and end-to-end no-dispatch tests.",chatgpt_reference/101-codex-macos-settings-keyboard-shortcuts-chat-navigation-basics.png,Not Planned,Desktop,
GAP-090,P1,desktop,missing-copy,Keyboard-shortcut conflict guidance matches enforced behavior,Codex,macOS desktop,Settings > Keyboard shortcuts,The shortcut tips no longer claim that a most-recent assignment wins. They accurately state that an already-used shortcut cannot be assigned until its conflict is changed.,apps/desktop/src/features/settings/KeybindingsSettings.tsx now describes the rejecting conflict behavior implemented by its capture flow instead of promising precedence the code does not support.,Completed. Keep instructional copy pinned to the actual conflict resolver if shortcut ownership is redesigned.,chatgpt_reference/101-codex-macos-settings-keyboard-shortcuts-chat-navigation-basics.png,Done,Desktop,
GAP-091,P1,desktop,missing-interaction,Direct chat-switch shortcuts are declined without a canonical runtime dispatcher,Codex,macOS desktop,Settings > Keyboard shortcuts — chat switching,"Next, previous, recent-history, and numbered jumps require one authoritative visible-conversation ordering and shortcut dispatcher. Current sidebar grouping, projects, pinning, search, and generic shortcut settings do not share that contract.","DEFAULT_SHORTCUTS has no chat-switch actions, ConversationRow exposes no assigned key, and the current shortcut action layer does not own Sidebar's grouped ordering or project membership. Search remains the supported keyboard navigation route.","Not planned until shortcut ownership is unified and Sidebar publishes a deterministic accessible conversation order with focus, archived/project filtering, conflict, and remapping semantics.",chatgpt_reference/102-codex-macos-settings-keyboard-shortcuts-tab-chat-switching.png,Not Planned,Desktop,
GAP-092,P1,desktop,missing-control,Model-training and location toggles are declined because neither data use exists,Claude,macOS desktop,Settings > Privacy,"agiworkforce does not train an AGI-owned model on customer conversations, and Desktop has no coarse-location collection or consumer. Persisted toggles would imply optional processing pathways that do not exist and could make the always-off policy less clear.","docs/00-foundation/platform-constitution.md states that AGI is not a foundation-model company. Product privacy pages state that customer conversation content is not used to train AGI-owned models. Repository searches find no training-data pipeline, improve-model preference consumer, coarse-location collection, or location-metadata flag.",Not planned while both purposes are absent. Keep privacy text explicit that model training is always off and location is not collected for personalization; add consent only alongside a separately approved purpose and end-to-end enforcement.,claude_reference/142-claude-desktop-settings-privacy-data-controls-export-sharing.png,Not Planned,Desktop,
GAP-093,P1,desktop,missing-control,A dictation dictionary is declined until transcription providers support a shared bias contract,Codex,macOS desktop,Settings > Voice — Dictation dictionary,Desktop supports multiple transcription paths with different vocabulary-bias mechanisms. Saving words without feeding every active provider and the correction pass would create a control that appears effective but is silently ignored.,"VoiceSettings configures provider, local Whisper models, and post-processing, but current request adapters expose no normalized phrase-list or initial-prompt field and no capability metadata for providers that cannot bias recognition.","Not planned until a typed vocabulary contract defines normalization, limits, per-provider adapters, unsupported-provider disclosure, local storage privacy, deletion, and transcription tests.",chatgpt_reference/096-codex-macos-settings-voice-dictation-hotkeys-dictionary.png,Not Planned,Desktop,
GAP-094,P1,desktop,missing-screen,A broad Desktop Browser settings page is declined without one browser runtime owner,Codex,macOS desktop,Settings › Browser,"Existing browser views, execution automation, system link opening, and the Chrome extension are separate capabilities. Desktop has no single cookie jar, autofill store, download manager, clear-data operation, or navigation-control policy to back the reference settings.","BrowserViewer, BrowserPanel, execution browser events, and the extension use different stores and trust boundaries. Repository searches find no Desktop-owned browsing-data inventory, cookie clear command, downloads-location contract, or browser autofill manager.","Not planned until a dedicated browser service owns session isolation, storage, control enablement, navigation destination, clear-data scopes, downloads, autofill, retention, and audit semantics.",chatgpt_reference/113-codex-macos-settings-browser-general-autofill-downloads.png,Not Planned,Desktop,
GAP-095,P1,desktop,missing-control,Desktop per-site browser policy is declined until origin enforcement is shared,Codex,macOS desktop,Settings › Browser (permissions & developer mode),"The extension owns its current site allowlist, while Desktop terminal network domains apply to a different sandbox. A second per-origin list or approval dropdown in Desktop would not constrain either owner consistently.","apps/extension owns agi_site_allowlist and browser permissions. AgentExecutionSettings allowed network domains constrain terminal execution, not browser navigation. The native bridge has no normalized origin-policy read/update/evaluate contract.","Not planned until a shared authority defines origin normalization, ask/allow/block decisions, redirects, private-network handling, extension synchronisation, revocation, and audit tests.",chatgpt_reference/114-codex-macos-settings-browser-permissions-developer-mode-cdp.png,Not Planned,Desktop,
GAP-096,P1,desktop,missing-ia,Connections remains intentionally limited to supported inbound ephemeral pairing,Codex,macOS desktop,Settings › Connections › Control this Mac,"Settings now mounts the real Control this Mac pairing flow. Outbound-device, SSH, and reusable device-history tabs are declined because no corresponding production runtime or durable device authorization exists.","apps/desktop/src/features/settings/tabs/Connections/index.tsx mounts MobileCompanionPanel and MCPWorkspace. Current cross-device contracts support the ephemeral inbound companion session; repository searches find no outbound-device controller, SSH session owner, or reusable device inventory.","Not planned beyond the supported inbound flow. Add tabs only alongside implemented, authenticated runtimes and move device history here if a durable device service is introduced.",chatgpt_reference/117-codex-macos-settings-connections-control-this-mac-iphone.png,Not Planned,Desktop,
GAP-097,P1,desktop,missing-control,Connections master allow is declined for the same ephemeral pairing boundary,Codex,macOS desktop,Settings › Connections › Control this Mac,There is no durable remote-access listener to disable globally: a user explicitly starts pairing and can disconnect the single active peer. Persisting an Allow connections switch would not gate reusable access.,The Connections tab mounts MobileCompanionPanel's explicit pair/disconnect lifecycle. Connection stores clear singleton session authority on disconnect and expose no native master-listener setting.,"Not planned until durable inbound access exists. If introduced, the master switch must be native-enforced, default safe, terminate active sessions immediately, and remain independent of per-device revocation.",chatgpt_reference/117-codex-macos-settings-connections-control-this-mac-iphone.png,Not Planned,Desktop,
GAP-098,P1,desktop,missing-screen,Agent Git policy settings are declined until push and PR consumers are authoritative,Codex,macOS desktop,Settings › Git,"Branch prefix, merge strategy, force push, draft PR, and generated-text instructions must constrain actual git and remote-provider operations. Current Desktop git is local-operation focused and has no shared agent branch/PR policy consumer.","GitPanel and api/git.ts expose local status, diff, commit, pull, and push primitives. Repository searches find no agent-created branch owner, provider-neutral PR creation policy, merge-method consumer, or commit/PR prompt pipeline reading these settings.","Not planned until an agent git service owns branch creation, guarded force-with-lease, remote PR creation, merge policy, instruction injection, audit, and repository-level overrides.",chatgpt_reference/118-codex-macos-settings-git-branch-prefix-pr-instructions.png,Not Planned,Desktop,
GAP-099,P1,desktop,missing-screen,Lifecycle hooks are declined until a sandboxed hook runtime exists,Codex,macOS desktop,Settings › Hooks (empty state),"The product has no lifecycle-hook execution contract. A Hooks settings screen would either be an empty placeholder or invite arbitrary command configuration without ownership, sandboxing, consent, timeout, secrets, and audit controls.","The former hooks store is recorded as deleted dead code, and searches find no PreToolUse, PostToolUse, session hook resolver, plugin hook registry, or native hook executor.","Not planned until a reviewed hook runtime defines events, precedence, project trust, command sandbox, environment/secrets policy, confirmation, timeout, failure behavior, logs, disable/recovery, and plugin provenance.",chatgpt_reference/116-codex-macos-settings-hooks-empty-state-no-hooks.png,Not Planned,Desktop,
GAP-100,P1,desktop,missing-state,Shortcut Unassigned state is declined until renderer and native shortcut stores converge,Codex,macOS desktop,Settings › Keyboard shortcuts,This duplicate of GAP-089 depends on the same missing ownership contract. Rendering Unassigned or writing an empty renderer value cannot guarantee that native/global or default dispatch has stopped.,"KeybindingsSettings, DEFAULT_SHORTCUTS, native shortcut persistence, and runtime action dispatch cover different action subsets. No end-to-end disabled-binding representation is consumed by every owner.","Not planned independently. Resolve GAP-089's shortcut ownership and then implement one explicit disabled state, clear action, migration, conflict release, and no-dispatch verification across renderer and native handlers.",chatgpt_reference/105-codex-macos-settings-keyboard-shortcuts-undo-redo-approve-close-tab.png,Not Planned,Desktop,
GAP-101,P1,desktop,missing-interaction,Live native tool approvals support Return to approve and Escape to deny,Codex,macOS desktop,Settings › Keyboard shortcuts,"The blocking native MCP approval prompt can now be resolved by keyboard while it is active. Return approves and Escape denies, repeated events and text-entry targets are ignored, and the button labels show the available keys.",apps/desktop/src/features/chat/McpToolConfirmationPrompt.tsx installs a modal-scoped key handler and sends the decision through the existing native response path. DesktopShellV3.test.tsx verifies approve and deny against real pending native tool-confirmation state.,Completed for the authoritative live MCP approval surface. Reuse the same modal-scoped pattern for any future native approval owner rather than dispatching through the currently disconnected generic shortcut catalog.,chatgpt_reference/105-codex-macos-settings-keyboard-shortcuts-undo-redo-approve-close-tab.png,Done,Desktop,
GAP-102,P1,desktop,missing-control,Plugin disable switches are declined without authoritative installed-plugin state,Codex,macOS desktop,Settings › Plugins,The current plugin surface cannot reliably enumerate account-installed plugins or enforce an enabled flag in tool and command resolution. A switch on local rows would not disable hosted integration behavior and could create a false security boundary.,"SkillsPluginsSettings exposes locally resolved plugin metadata and update/remove affordances, while the hosted marketplace store disables install lifecycle. No shared installed-plugin entity or resolver contract consumes a per-account enabled flag.","Not planned until the plugin lifecycle owns installed identity, scope, enabled state, tool and command resolution, connector revocation, synchronisation, audit, and rollback.",chatgpt_reference/112-codex-macos-settings-plugins-plugin-list-toggles-on.png,Not Planned,Desktop,
GAP-103,P1,desktop,missing-control,Credits purchase and auto-reload are declined without billing product contracts,Codex,macOS desktop,Settings › Usage & billing,"Desktop can show subscription facts and open the authoritative Stripe billing portal, but there is no top-up price catalog, credit checkout session, balance ledger mutation, threshold rule, payment mandate, or auto-reload API.","BillingSettings.tsx presents plan/subscription data and Manage billing. CreditsSection is read-only, and App.tsx routes top-up intent to Billing. Repository searches find no typed buy-credit or auto-reload contract that could safely execute these controls.","Not planned until Billing owns price and entitlement definitions, checkout, webhook reconciliation, credit ledger, auto-reload consent and limits, failure notifications, cancellation, refunds, and tenant-isolation tests.",chatgpt_reference/109-codex-macos-settings-billing-plan-credits-usage-limits.png,Not Planned,Desktop,
GAP-104,P1,desktop,missing-ia,Desktop deliberately keeps project membership in Projects and navigation in flat Recents,Codex,macOS desktop,Sidebar projects with nested chats,"Desktop's information architecture uses the Projects workspace to inspect project membership and a single time-grouped Recents list for conversation navigation. Nesting the same chats under projects would duplicate rows, hide cross-project chronology, and require ambiguous placement for moved or unscoped conversations.",Sidebar.tsx renders top-level ProjectRow entries and one chronological Recents owner; AgiWorkProjects owns project conversation membership and opening. DesktopShellV3.test.tsx verifies project selection updates both conversation and project membership.,"Not planned for the current IA. Keep project membership in the Projects workspace and Recents as the canonical conversation navigator; revisit only with usability evidence and one-row ownership rules for pinned, moved, archived, and unscoped chats.",chatgpt_reference/083-codex-macos-sidebar-nav-projects-recent-chats.png,Not Planned,Desktop,
GAP-105,P1,desktop,missing-state,An MFA gate is declined until the account service publishes verified MFA state,Codex,macOS desktop,Turn on Multi-Factor Authentication gate modal,"Blocking remote pairing on a renderer assumption would be insecure and could lock users out. Desktop has no authenticated MFA-enrolled fact, step-up challenge, recovery lifecycle, or server-enforced remote-control policy to evaluate.","Desktop auth/account contracts do not expose verified MFA status or a step-up token. The existing Web TwoFactor surface states that authenticator enrollment is not implemented, and companion pairing has no signed MFA claim.","Not planned until the account service implements enrollment, recovery, verified status, step-up, and server-side policy enforcement, and the signed companion authorization binds that proof before session creation.",chatgpt_reference/033-codex-macos-settings-connections-mfa-required-modal.png,Not Planned,Desktop,
GAP-106,P1,desktop,missing-state,Empty recorder captures provide diagnosis and immediate recovery,Claude,macOS desktop,Unusable-capture failure response,"A zero-action recording now produces a structured result rather than a terse destructive alert. It explains the signals available, offers Record again, and can return to chat with a concrete description prompt already seeded.","ActionRecorder.tsx owns the emptyCapture state, signal-based bullets, Record again action, and Describe it instead composer handoff. ActionRecorder.test.tsx verifies both recovery paths.",Completed for the signals the current recorder can truthfully observe. Extend diagnosis only alongside new captured signals such as frame validity or focus transitions.,references-2/claude-desktop-cowork-record-skill-09-black-capture-failure-response.png,Done,Desktop,
GAP-107,P1,desktop,missing-control,Composer exposes the native-backed access scope at point of use,ChatGPT,macOS desktop,Work mode empty state — composer permission chip,"The same composer policy chip that closes GAP-056 makes read-only, workspace-write, full-access, and sandbox-off posture visible next to provider/environment context before every send.",ComposerContextControls.tsx derives its label and severity from executionPreferences.terminalSandbox and opens Agent Execution settings. DesktopShellV3.tsx mounts it through ChatInterface composerHostControls; focused component and shell tests cover the seam.,Completed. Preserve a single native-backed access-policy projection so duplicated composer implementations cannot drift from the executor.,chatgpt_reference/088-chatgpt-macos-work-mode-empty-state-quick-actions.png,Done,Desktop,
